D_km,SKR_0.0,SKR_0.01,SKR_0.1,SKR_0.15
178,0.00025672614394120285,0.00023475671944162598,9.763538527010635e-5,4.053187641091553e-5
179,0.00024448457286977115,0.00022363342353422743,9.291653452052177e-5,3.842389123862185e-5
180,0.0002327872729030769,0.0002129747492787207,8.8402422554996e-5,3.6411308592550873e-5
181,0.00022162295676128547,0.00020281337439155661,8.409843477100558e-5,3.450467302165782e-5
182,0.00021100957447742867,0.0001931441413016175,7.998562833496677e-5,3.2672610621218304e-5
183,0.00020082907710441316,0.0001838641989256668,7.604916751902005e-5,3.092210818308437e-5
184,0.0001911090277972988,0.00017502531155160687,7.230625718600236e-5,2.924555179060421e-5
185,0.00018186512417521248,0.0001665873118163767,6.872778622669775e-5,2.7660358280137318e-5
186,0.0001730278530438336,0.00015853222137431354,6.529764918577599e-5,2.6136749621438296e-5
187,0.00016459565936669955,0.00015085401570966652,6.203984671201801e-5,2.467940630539376e-5
188,0.00015654810005173283,0.0001435086324026674,5.8920354428864037e-5,2.329060592804769e-5
189,0.0001488602523773238,0.00013650407204204235,5.594856523526476e-5,2.1973260607973787e-5
190,0.0001415219496528262,0.00012981478909007807,5.3109689770497856e-5,2.0708705520183554e-5
191,0.0001345413545860824,0.00012343639255325774,5.039500258565367e-5,1.9500736458193392e-5
192,0.00012788512471595818,0.00011734674185979321,4.780173707428621e-5,1.834458808225798e-5
193,0.00012152456671179399,0.00011153399520853927,4.533257036559084e-5,1.7246020346563373e-5
194,0.00011544603871859961,0.00010597877863313457,4.2971561319811554e-5,1.619694593498879e-5
195,0.00010965413619463301,0.00010069227775550314,4.0714863295636316e-5,1.519609413132932e-5
196,0.00010412888156831396,9.562324072837131e-5,3.855679204427475e-5,1.4231151000868642e-5
197,9.885676745468204e-5,9.08145721883933e-5,3.650227537877631e-5,1.332347272417096e-5
198,9.382752907218921e-5,8.618905467181525e-5,3.454439899595013e-5,1.2454040313209083e-5
199,8.903330107954576e-5,8.17991502847305e-5,3.2675845302388526e-5,1.1621687545645718e-5
200,8.448506343941784e-5,7.763498516746e-5,3.0886785163136746e-5,1.0822065647913137e-5
201,8.012092208519009e-5,7.363556034770333e-5,2.9175023286697885e-5,1.0064918542606408e-5
202,7.59653118740481e-5,6.98220892213671e-5,2.7554332209831524e-5,9.345543136942803e-6
203,7.199909613429533e-5,6.61857813747055e-5,2.599684854866196e-5,8.653353605184765e-6
204,6.822261313129587e-5,6.271771328376338e-5,2.451525622007896e-5,7.991846239965924e-6
205,6.461747437315212e-5,5.9404890429524875e-5,2.3099829198933634e-5,7.363718137146792e-6
206,6.118048833783749e-5,5.62588839736228e-5,2.1746068821149746e-5,6.764569386338261e-6
207,5.790661031392833e-5,5.325031551952065e-5,2.0462152686661764e-5,6.193122688000675e-6
208,5.4790109774712096e-5,5.037705520454509e-5,1.9232649718575668e-5,5.653749224914634e-6
209,5.181649781942491e-5,4.7642162541048724e-5,1.8059221157067826e-5,5.134309281363258e-6
210,4.898298670739497e-5,4.5035030546942707e-5,1.6940096279567862e-5,4.638991675074921e-6
211,4.628066065591784e-5,4.254589453736376e-5,1.587285803608258e-5,4.166813951364297e-6
212,4.370869001844514e-5,4.018140573203485e-5,1.485518502513352e-5,3.716771510304061e-6
213,4.125867572022784e-5,3.792422531523439e-5,1.388485897068554e-5,3.287904453744251e-6
214,3.892510460967228e-5,3.5773408561679115e-5,1.2954917811308482e-5,2.879295648597967e-6
215,3.669850833853685e-5,3.372419617391846e-5,1.2076919699175247e-5,2.4900688543983062e-6
216,3.458647639360839e-5,3.1772043142700546e-5,1.1239773115085374e-5,2.113915612892801e-6
217,3.2570647156246704e-5,2.990538619258563e-5,1.043787660864098e-5,1.763796445421956e-6
218,3.0652590014870366e-5,2.8134731602764385e-5,9.673662598494742e-6,1.428273679787431e-6
219,2.882689740914273e-5,2.6448648279316366e-5,8.945489877518992e-6,1.1084806432729714e-6
220,2.708939264512566e-5,2.4836212045706878e-5,8.25139794428333e-6,8.042087917240066e-7
221,2.543608656376487e-5,2.331523597458514e-5,7.589644920517724e-6,5.147864195918572e-7
222,2.3855658955876187e-5,2.1860840603133586e-5,6.960880533139273e-6,2.3957030204248067e-7
223,2.2359753663962565e-5,2.0476868687928053e-5,6.360174182976463e-6,0.0
224,2.093710836471898e-5,1.9166598701137568e-5,5.788248792322894e-6,0.0
225,1.958440274319378e-5,1.7913977212905853e-5,5.247450750608514e-6,0.0
226,1.8298465175198335e-5,1.6722733158576096e-5,4.730996442914912e-6,0.0
227,1.7069814441785306e-5,1.5590114904905426e-5,4.2371394457059066e-6,0.0
228,1.5921166239590116e-5,1.4513492682616555e-5,3.770250620195857e-6,0.0
229,1.4817694601105727e-5,1.34903531436473e-5,3.326476979262831e-6,0.0
230,1.3769663909021917e-5,1.2518294155261595e-5,2.9017569404121272e-6,0.0
231,1.277455170095799e-5,1.159710347258783e-5,2.5043211999089454e-6,0.0
232,1.1829948215609245e-5,1.0720354014205326e-5,2.1240686922850216e-6,0.0
233,1.093355125053573e-5,9.886143895744678e-6,1.7569811290676889e-6,0.0
234,1.0078035878861726e-5,9.096439367223362e-6,1.417646449599929e-6,0.0
235,9.27667647562718e-6,8.347304837646882e-6,1.0934283233818415e-6,0.0
236,8.507083587411368e-6,7.6324692240008e-6,7.858057915196044e-7,0.0
237,7.790274845022367e-6,6.963493169169058e-6,4.907364843196127e-7,0.0
238,7.103804963620004e-6,6.325386221716884e-6,2.196231210597767e-7,0.0
239,6.454312180008024e-6,5.722508073262273e-6,0.0,0.0
240,5.837292265420622e-6,5.151736604668727e-6,0.0,0.0
241,5.25499395669713e-6,4.608685746964505e-6,0.0,0.0
242,4.702730619589826e-6,4.094964169089659e-6,0.0,0.0
243,4.18359060760879e-6,3.6119923161167287e-6,0.0,0.0
244,3.690584397682352e-6,3.1532935896071662e-6,0.0,0.0
245,3.224033452443967e-6,2.7210334789828034e-6,0.0,0.0
246,2.785694046023939e-6,2.308788130079414e-6,0.0,0.0
247,2.3742007217551676e-6,1.9282714487279626e-6,0.0,0.0
248,1.982181368333076e-6,1.5681001077628802e-6,0.0,0.0
249,1.6199277183804528e-6,1.2182805269367673e-6,0.0,0.0
250,1.264905863315303e-6,8.959160101541765e-7,0.0,0.0
251,9.479742492309962e-7,6.012641462699306e-7,0.0,0.0
252,6.327675405477022e-7,3.078164405177355e-7,0.0,0.0
253,3.539458719011746e-7,4.8818278299477694e-8,0.0,0.0
254,8.389922779621775e-8,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0
